,Store_Name,Address,City_State
373,Neighborhood Market #4491,541 Warrior Way,"Grand Junction, CO 81504"
374,Supercenter #1280,2881 North Ave,"Grand Junction, CO 81501"
375,Supercenter #5099,2545 Rimrock Ave,"Grand Junction, CO 81505"
376,Supercenter #980,3103 S 23rd Ave,"Greeley, CO 80631"
377,Supercenter #5051,920 47th Ave,"Greeley, CO 80634"
378,Supercenter #2125,7455 W Colfax Ave,"Lakewood, CO 80214"
379,Supercenter #4284,440 Wadsworth Blvd,"Lakewood, CO 80226"
380,Supercenter #1308,7700 W Quincy Ave,"Littleton, CO 80123"
381,Supercenter #5049,13420 W Coal Mine Ave,"Littleton, CO 80127"
382,Supercenter #905,2285 East Ken Pratt Blvd,"Longmont, CO 80504"
383,Supercenter #5370,2514 Main St,"Longmont, CO 80504"
384,Supercenter #953,1325 Denver Ave,"Loveland, CO 80537"
385,Supercenter #1008,250 W 65th St,"Loveland, CO 80538"
386,Neighborhood Market #5828,2730 S. Prairie Ave.,"Pueblo, CO 81005"
387,Supercenter #842,4200 Dillon Dr,"Pueblo, CO 81008"
388,Supercenter #1001,4080 W Northern Ave,"Pueblo, CO 81005"
389,Neighborhood Market #3019,850 E 88th Ave,"Thornton, CO 80229"
390,Supercenter #1231,9901 Grant St,"Thornton, CO 80229"
391,Neighborhood Market #6177,7170 N Federal Blvd,"Westminster, CO 80030"
392,Supercenter #2223,9499 Sheridan Blvd,"Westminster, CO 80031"
393,Supercenter #3824,7155 Sheridan Blvd,"Westminster, CO 80003"
394,Supercenter #3867,200 W 136th Ave,"Westminster, CO 80234"
